"ID";"RegioS";"Perioden";"TotaleOppervlakte_1";"TotaalVerkeersterrein_2";"Spoorterrein_3";"Wegverkeersterrein_4";"Vliegveld_5";"TotaalBebouwdTerrein_6";"Woonterrein_7";"TerreinVoorDetailhandelEnHoreca_8";"TerreinVoorOpenbareVoorzieningen_9";"TerreinVoorSociaalCultureleVoorz_10";"Bedrijventerrein_11";"TotaalSemiBebouwdTerrein_12";"Stortplaats_13";"Wrakkenopslagplaats_14";"Begraafplaats_15";"Delfstofwinplaats_16";"Bouwterrein_17";"SemiVerhardOverigTerrein_18";"TotaalRecreatieterrein_19";"ParkEnPlantsoen_20";"Sportterrein_21";"Volkstuin_22";"DagrecreatiefTerrein_23";"VerblijfsrecreatiefTerrein_24";"TotaalAgrarischTerrein_25";"TerreinVoorGlastuinbouw_26";"OverigAgrarischTerrein_27";"TotaalBosEnOpenNatuurlijkTerrein_28";"Bos_29";"OpenDroogNatuurlijkTerrein_30";"OpenNatNatuurlijkTerrein_31";"TotaalBinnenwater_32";"IJsselmeerMarkermeer_33";"AfgeslotenZeearm_34";"RijnEnMaas_35";"Randmeer_36";"Spaarbekken_37";"RecreatiefBinnenwater_38";"BinnenwaterVoorDelfstofwinning_39";"VloeiEnOfSlibveld_40";"OverigBinnenwater_41";"TotaalBuitenwater_42";"WaddenzeeEemsDollard_43";"Oosterschelde_44";"Westerschelde_45";"Noordzee_46"
"58";"PV21  ";"2008JJ00";"  574874";"    8618";"     361";"    8149";"     108";"   16987";"   11705";"     502";"     386";"     674";"    3720";"    3093";"     169";"      31";"     254";"     200";"    1992";"     447";"    4989";"     933";"    1784";"     129";"     541";"    1601";"  261199";"     182";"  261017";"   39110";"   11494";"   14211";"   13404";"   65732";"   45775";"    1148";"";"";"       0";"     526";"     177";"       1";"   18106";"  175147";"  155604";"";"";"   19542"
"59";"PV21  ";"2010JJ00";"  574875";"    8838";"     370";"    8346";"     122";"   17282";"   11833";"     524";"     394";"     650";"    3882";"    3015";"     168";"      35";"     252";"     195";"    1919";"     445";"    5003";"     930";"    1791";"     128";"     541";"    1614";"  260184";"     191";"  259993";"   38211";"   11517";"   12883";"   13811";"   66240";"   45769";"    1146";"";"";"       0";"     529";"     184";"       1";"   18611";"  176102";"  155090";"";"";"   21011"
"60";"PV21  ";"2012JJ00";"  574876";"    8436";"     367";"    7945";"     124";"   17607";"   11980";"     553";"     408";"     667";"    3999";"    2989";"     155";"      31";"     254";"     209";"    1862";"     478";"    5251";"    1028";"    1782";"     119";"     634";"    1689";"  259759";"     190";"  259570";"   38322";"   11391";"   12922";"   14009";"   66288";"   45767";"    1146";"";"";"       0";"     541";"     194";"       1";"   18638";"  176223";"  155212";"";"";"   21011"
"61";"PV21  ";"2015JJ00";"  574877";"    8401";"     361";"    7912";"     128";"   18011";"   12218";"     573";"     398";"     680";"    4142";"    2869";"     153";"      31";"     258";"     233";"    1710";"     483";"    5458";"    1091";"    1830";"     121";"     642";"    1774";"  257646";"     184";"  257463";"   41177";"   11309";"   15047";"   14821";"   66656";"   45767";"    1144";"";"";"       0";"     562";"     210";"       1";"   18972";"  174659";"  154174";"";"";"   20485"
"62";"PV21  ";"2017JJ00";"  574876";"    8411";"     359";"    7907";"     145";"   18423";"   12434";"     592";"     432";"     713";"    4252";"    2139";"     124";"      28";"     264";"     220";"    1013";"     490";"    5556";"    1118";"    1843";"     118";"     663";"    1813";"  257222";"     186";"  257036";"   42256";"   11344";"   14583";"   16328";"   66792";"   45760";"    1147";"";"";"       0";"     606";"     215";"       1";"   19063";"  174077";"  153278";"";"";"   20799"
"63";"PV22  ";"1996JJ00";"  268049";"    6713";"     287";"    6355";"      71";"   12515";"    9348";"     147";"     558";"     639";"    1823";"    1748";"     219";"      23";"     217";"     358";"     926";"       7";"    4332";"     708";"    1461";"     118";"     331";"    1714";"  197166";"     326";"  196840";"   42145";"   31819";"    6787";"    3539";"    3430";"";"";"";"";"       0";"     241";"     265";"      49";"    2874";"";"";"";"";""
"64";"PV22  ";"2000JJ00";"  268038";"    6769";"     272";"    6427";"      71";"   13175";"    9703";"     145";"     605";"     654";"    2068";"    2116";"     206";"      27";"     227";"     385";"    1267";"       4";"    4420";"     766";"    1455";"     112";"     311";"    1776";"  194703";"     367";"  194335";"   43017";"   33034";"    6565";"    3418";"    3838";"";"";"";"";"       0";"     241";"     285";"      55";"    3258";"";"";"";"";""
"65";"PV22  ";"2003JJ00";"  268037";"    6861";"     262";"    6525";"      74";"   13653";"    9852";"     226";"     604";"     694";"    2277";"    2542";"     125";"      27";"     239";"     393";"    1755";"       2";"    4768";"     905";"    1490";"     108";"     324";"    1942";"  193157";"     398";"  192759";"   43127";"   32493";"    7084";"    3549";"    3928";"";"";"";"";"       0";"     360";"     370";"      47";"    3152";"";"";"";"";""
"66";"PV22  ";"2006JJ00";"  268037";"    6836";"     261";"    6509";"      65";"   14215";"   10139";"     248";"     616";"     700";"    2512";"    2652";"     133";"      29";"     242";"     403";"    1843";"       2";"    4943";"     837";"    1661";"     111";"     330";"    2003";"  191758";"     390";"  191367";"   43493";"   32582";"    7355";"    3557";"    4140";"";"";"";"";"       0";"     358";"     350";"      51";"    3381";"";"";"";"";""
"67";"PV22  ";"2008JJ00";"  268037";"    6883";"     266";"    6552";"      65";"   14597";"   10304";"     329";"     621";"     689";"    2654";"    2492";"     165";"      29";"     242";"     399";"    1656";"       0";"    5082";"     882";"    1690";"     103";"     335";"    2072";"  191328";"     391";"  190937";"   43510";"   32586";"    7426";"    3499";"    4145";"";"";"";"";"       0";"     364";"     367";"      51";"    3363";"";"";"";"";""
"68";"PV22  ";"2010JJ00";"  268034";"    7073";"     265";"    6743";"      65";"   14796";"   10415";"     357";"     627";"     688";"    2708";"    2619";"     160";"      29";"     245";"     386";"    1799";"       0";"    5097";"     884";"    1697";"      97";"     340";"    2078";"  189759";"     357";"  189402";"   44254";"   32963";"    8720";"    2572";"    4435";"";"";"";"";"       0";"     366";"     404";"      51";"    3614";"";"";"";"";""
"69";"PV22  ";"2012JJ00";"  268043";"    7058";"     267";"    6726";"      65";"   15191";"   10523";"     396";"     638";"     701";"    2933";"    2217";"     158";"      27";"     245";"     426";"    1360";"       0";"    5355";"     933";"    1765";"      94";"     369";"    2195";"  188710";"     360";"  188350";"   44897";"   32844";"    8875";"    3178";"    4615";"";"";"";"";"       0";"     381";"     414";"      50";"    3770";"";"";"";"";""
"70";"PV22  ";"2015JJ00";"  268043";"    7044";"     267";"    6699";"      78";"   15478";"   10654";"     428";"     647";"     740";"    3010";"    1897";"     151";"      27";"     257";"     479";"     983";"       0";"    5648";"    1003";"    1858";"      97";"     400";"    2291";"  186226";"     337";"  185889";"   46975";"   32599";"    9603";"    4773";"    4775";"";"";"";"";"       0";"     381";"     474";"      44";"    3876";"";"";"";"";""
"71";"PV22  ";"2017JJ00";"  268039";"    6991";"     258";"    6655";"      78";"   15713";"   10855";"     438";"     622";"     734";"    3065";"    1693";"     132";"      20";"     298";"     432";"     811";"       0";"    5797";"    1064";"    1892";"      94";"     417";"    2329";"  186100";"     334";"  185767";"   46973";"   32371";"    8972";"    5629";"    4773";"";"";"";"";"       0";"     445";"     458";"      24";"    3846";"";"";"";"";""
"72";"PV23  ";"1996JJ00";"  342004";"   10120";"     859";"    9113";"     148";"   21606";"   15136";"     357";"     576";"    1057";"    4481";"    1899";"     280";"      62";"     332";"     249";"     878";"      98";"    6126";"    1378";"    2221";"     231";"     420";"    1877";"  246071";"      70";"  246000";"   46918";"   35741";"    3501";"    7676";"    9264";"";"";"     683";"    1312";"      27";"     334";"     262";"      45";"    6601";"";"";"";"";""
"73";"PV23  ";"2000JJ00";"  342085";"   10135";"     825";"    9165";"     145";"   22751";"   15781";"     369";"     577";"    1076";"    4948";"    2716";"     263";"      66";"     338";"     230";"    1748";"      71";"    6228";"    1447";"    2247";"     219";"     408";"    1907";"  243627";"     102";"  243525";"   47216";"   36026";"    3521";"    7668";"    9413";"";"";"     683";"    1267";"      34";"     342";"     307";"      62";"    6718";"";"";"";"";""
"74";"PV23  ";"2003JJ00";"  342086";"   10259";"     768";"    9360";"     132";"   23493";"   15942";"     510";"     571";"    1122";"    5347";"    2927";"     268";"      69";"     364";"     218";"    1899";"     108";"    6641";"    1711";"    2339";"     210";"     347";"    2035";"  242848";"     127";"  242721";"   46394";"   35142";"    3772";"    7480";"    9525";"";"";"     686";"    1296";"      42";"     361";"     314";"      58";"    6768";"";"";"";"";""
"75";"PV23  ";"2006JJ00";"  342086";"   10219";"     750";"    9349";"     119";"   24273";"   16297";"     608";"     551";"    1147";"    5669";"    3172";"     253";"      68";"     356";"     185";"    2245";"      63";"    6867";"    1812";"    2407";"     201";"     347";"    2101";"  241525";"     190";"  241334";"   46463";"   34933";"    4002";"    7528";"    9568";"";"";"     690";"    1318";"      36";"     343";"     339";"      40";"    6802";"";"";"";"";""
"76";"PV23  ";"2008JJ00";"  342086";"   10354";"     757";"    9487";"     110";"   24886";"   16559";"     823";"     536";"    1095";"    5873";"    2951";"     229";"      73";"     357";"     183";"    2058";"      51";"    7002";"    1785";"    2503";"     202";"     346";"    2166";"  240660";"     191";"  240469";"   46613";"   34965";"    4000";"    7649";"    9621";"";"";"     690";"    1303";"      36";"     350";"     345";"      63";"    6834";"";"";"";"";""
"77";"PV23  ";"2010JJ00";"  342086";"   10640";"     765";"    9764";"     111";"   25200";"   16746";"     847";"     524";"    1049";"    6034";"    3440";"     222";"      66";"     373";"     215";"    2523";"      42";"    6985";"    1803";"    2477";"     195";"     338";"    2173";"  239955";"     184";"  239771";"   46049";"   34894";"    4539";"    6616";"    9817";"";"";"     690";"    1327";"      34";"     347";"     397";"      60";"    6963";"";"";"";"";""
"78";"PV23  ";"2012JJ00";"  342074";"   10589";"     793";"    9685";"     111";"   25642";"   16959";"     855";"     537";"    1077";"    6214";"    3710";"     218";"      55";"     374";"     203";"    2818";"      42";"    7102";"    1817";"    2509";"     193";"     349";"    2234";"  239298";"     179";"  239119";"   45892";"   34774";"    4601";"    6517";"    9843";"";"";"     697";"    1326";"      34";"     348";"     399";"      60";"    6980";"";"";"";"";""
"79";"PV23  ";"2015JJ00";"  342074";"   10452";"     798";"    9543";"     111";"   26172";"   17217";"     884";"     559";"    1108";"    6404";"    3486";"     206";"      55";"     389";"     266";"    2527";"      42";"    7346";"    1933";"    2540";"     193";"     379";"    2303";"  237910";"     175";"  237735";"   46534";"   34474";"    4396";"    7664";"   10174";"";"";"     701";"    1310";"      34";"     359";"     471";"      38";"    7261";"";"";"";"";""
"80";"PV23  ";"2017JJ00";"  342074";"   10443";"     791";"    9511";"     140";"   26699";"   17562";"     893";"     538";"    1146";"    6560";"    2798";"     206";"      56";"     395";"     227";"    1873";"      41";"    7518";"    1991";"    2609";"     196";"     396";"    2326";"  237810";"     173";"  237637";"   46384";"   34316";"    4275";"    7793";"   10422";"";"";"     697";"    1309";"      34";"     366";"     452";"      37";"    7527";"";"";"";"";""
"81";"PV24  ";"1996JJ00";"  241230";"    3451";"     122";"    3286";"      42";"    5774";"    3991";"      99";"     258";"     263";"    1163";"    2368";"     154";"       7";"      43";"       0";"    1834";"     329";"    3530";"     999";"     924";"     150";"     889";"     568";"  104716";"     161";"  104555";"   22088";"   17419";"     384";"    4285";"   99304";"   84837";"";"";"    8432";"       0";"     289";"       0";"       0";"    5746";"";"";"";"";""
"82";"PV24  ";"2000JJ00";"  241230";"    3434";"     115";"    3277";"      42";"    6755";"    4672";"     102";"     237";"     293";"    1451";"    2674";"     153";"       7";"      44";"       0";"    2112";"     357";"    3775";"    1206";"     981";"     139";"     833";"     615";"  102842";"     261";"  102581";"   22450";"   17662";"     487";"    4301";"   99300";"   84740";"";"";"    8204";"       0";"     303";"       0";"      59";"    5994";"";"";"";"";""
"83";"PV24  ";"2003JJ00";"  241230";"    3458";"     109";"    3259";"      89";"    7335";"    4896";"     154";"     356";"     284";"    1644";"    3120";"     152";"       6";"      39";"       0";"    2540";"     383";"    3998";"    1321";"    1022";"     131";"     909";"     615";"  100960";"     320";"  100640";"   22879";"   17863";"     478";"    4539";"   99480";"   84768";"";"";"    9774";"       0";"     434";"       0";"      59";"    4445";"";"";"";"";""
"84";"PV24  ";"2006JJ00";"  241230";"    3405";"     106";"    3233";"      66";"    7866";"    5209";"     190";"     337";"     341";"    1789";"    2907";"     150";"       6";"      41";"       0";"    2309";"     401";"    4253";"    1422";"    1123";"     158";"     932";"     618";"  100524";"     345";"  100179";"   22634";"   17710";"     770";"    4153";"   99641";"   84770";"";"";"    9777";"       0";"     438";"       0";"      59";"    4597";"";"";"";"";""
"85";"PV24  ";"2008JJ00";"  241230";"    3390";"     107";"    3224";"      60";"    8180";"    5336";"     234";"     371";"     350";"    1889";"    3212";"     157";"       6";"      53";"       0";"    2600";"     396";"    4405";"    1527";"    1160";"     161";"     935";"     622";"   99697";"     447";"   99250";"   22657";"   17657";"     769";"    4231";"   99688";"   84773";"";"";"    9775";"       0";"     438";"       0";"      59";"    4643";"";"";"";"";""
"86";"PV24  ";"2010JJ00";"  241230";"    3402";"     107";"    3234";"      61";"    8353";"    5333";"     250";"     396";"     356";"    2019";"    2795";"     116";"       6";"      56";"       0";"    2269";"     349";"    4508";"    1529";"    1261";"     168";"     925";"     626";"   98950";"     494";"   98456";"   23342";"   17677";"    1787";"    3878";"   99879";"   84764";"";"";"    9766";"       0";"     448";"       0";"      59";"    4842";"";"";"";"";""
"87";"PV24  ";"2012JJ00";"  241231";"    3351";"     218";"    3083";"      50";"    8638";"    5471";"     250";"     404";"     398";"    2115";"    2608";"      99";"       6";"      57";"       0";"    2063";"     384";"    4637";"    1572";"    1296";"     167";"     988";"     613";"   98852";"     508";"   98345";"   23167";"   17517";"    1933";"    3716";"   99977";"   84763";"";"";"    9757";"       0";"     463";"       0";"      59";"    4934";"";"";"";"";""
"88";"PV24  ";"2015JJ00";"  241231";"    3408";"     218";"    3137";"      53";"    8851";"    5583";"     250";"     409";"     429";"    2180";"    2561";"      99";"       6";"      57";"       0";"    2012";"     387";"    4758";"    1664";"    1344";"     167";"     969";"     614";"   98530";"     510";"   98020";"   23056";"   17033";"    2289";"    3734";"  100068";"   84763";"";"";"    9754";"       0";"     472";"       0";"      59";"    5020";"";"";"";"";""
"89";"PV24  ";"2017JJ00";"  241231";"    3421";"     212";"    3110";"      99";"    9067";"    5687";"     283";"     413";"     470";"    2214";"    2357";"      91";"       6";"      56";"      20";"    1782";"     401";"    4852";"    1773";"    1384";"     154";"     916";"     626";"   99013";"     563";"   98450";"   22302";"   16487";"    2226";"    3588";"  100219";"   84527";"";"";"    9736";"       0";"     504";"      19";"      59";"    5375";"";"";"";"";""
